,Use_Case,Random_Tree,Original_BT_Timeliness,Original_BT_Popularity,Original_BT_Completeness,Original_BT_Diversity,Original_BT_Serendipity,Original_BT_Granularity,Original_BT_#_Nodes,Original_BT_#_Explainers,Original_BT_#_Applicable_Explainers,Explainer_Reuse_Result_Timeliness,Explainer_Reuse_Result_Popularity,Explainer_Reuse_Result_Completeness,Explainer_Reuse_Result_Diversity,Explainer_Reuse_Result_Serendipity,Explainer_Reuse_Result_Granularity,Explainer_Reuse_Result_#_Nodes,Explainer_Reuse_Result_#_Explainers,Explainer_Reuse_Result_#_Applicable_Explainers,BT_Reuse_Result_Timeliness,BT_Reuse_Result_Popularity,BT_Reuse_Result_Completeness,BT_Reuse_Result_Diversity,BT_Reuse_Result_Serendipity,BT_Reuse_Result_Granularity,BT_Reuse_Result_#_Nodes,BT_Reuse_Result_#_Explainers,BT_Reuse_Result_#_Applicable_Explainers,Explainer_BT_Reuse_Result_Timeliness,Explainer_BT_Reuse_Result_Popularity,Explainer_BT_Reuse_Result_Completeness,Explainer_BT_Reuse_Result_Diversity,Explainer_BT_Reuse_Result_Serendipity,Explainer_BT_Reuse_Result_Granularity,Explainer_BT_Reuse_Result_#_Nodes,Explainer_BT_Reuse_Result_#_Explainers,Explainer_BT_Reuse_Result_#_Applicable_Explainers
0,0,0,0.5714285714285714,0.5,0.43333333333333335,0.5666666666666667,"(False, 'No serendipia')",0.425,8,3,1,0.8571428571428571,0.0,0.5,0.5,"(False, 'No serendipia')",0.425,8,3,3,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
1,0,1,0.8571428571428571,0.7,0.6333333333333333,0.3666666666666667,"(False, 'No serendipia')",0.35,12,5,2,0.8571428571428571,0.09999999999999998,0.6166666666666667,0.3833333333333333,"(False, 'No serendipia')",0.35,12,5,5,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
2,0,2,0.5714285714285714,0.5,0.65,0.35,"(False, 'No serendipia')",0.35,12,5,3,0.5714285714285714,0.375,0.6000000000000001,0.3999999999999999,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
3,0,3,0.5714285714285714,0.0,0.4,0.6,"(False, 'No serendipia')",0.3333333333333333,6,2,0,0.8571428571428571,0.25,0.3333333333333333,0.6666666666666667,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.5714285714285714,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
4,0,4,0.8571428571428571,0.33333333333333337,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.3,8,3,2,0.8571428571428571,0.33333333333333337,0.6333333333333333,0.3666666666666667,"(False, 'No serendipia')",0.3,8,3,3,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
5,0,5,0.5714285714285714,0.5,0.46666666666666673,0.5333333333333332,"(False, 'No serendipia')",0.32499999999999996,12,4,1,0.8571428571428571,0.19999999999999996,0.6333333333333333,0.3666666666666667,"(False, 'No serendipia')",0.35,12,5,5,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
6,0,6,0.5714285714285714,0.16666666666666663,0.7,0.30000000000000004,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.16666666666666663,0.7,0.30000000000000004,"(False, 'No serendipia')",0.425,8,3,3,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
7,0,7,0.8571428571428571,0.8333333333333333,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,1,0.8571428571428571,0.5,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,3,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
8,0,8,0.5714285714285714,0.875,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.38,10,4,0,0.5714285714285714,0.25,0.5555555555555555,0.44444444444444453,"(False, 'No serendipia')",0.38,10,4,4,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
9,0,9,0.8571428571428571,0.19999999999999996,0.6333333333333333,0.3666666666666667,"(False, 'No serendipia')",0.35,12,5,3,0.8571428571428571,0.125,0.5777777777777777,0.4222222222222223,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.5,0.5,"(False, 'No serendipia')",0.41666666666666663,6,2,2
10,1,0,0.8571428571428571,0.8,0.5833333333333334,0.41666666666666663,"(False, 'No serendipia')",0.35,12,5,1,0.8571428571428571,0.5,0.75,0.25,"(False, 'No serendipia')",0.35,12,5,5,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
11,1,1,0.5714285714285714,0.5,0.4666666666666667,0.5333333333333333,"(False, 'No serendipia')",0.425,8,3,1,0.8571428571428571,0.33333333333333337,0.6,0.4,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
12,1,2,0.8571428571428571,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,0,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
13,1,3,0.8571428571428571,0.8,0.65,0.35,"(False, 'No serendipia')",0.35,12,5,1,0.8571428571428571,0.5,0.6444444444444445,0.3555555555555555,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
14,1,4,0.8571428571428571,0.75,0.5111111111111111,0.48888888888888893,"(False, 'No serendipia')",0.38,10,4,1,0.8571428571428571,0.5,0.6444444444444445,0.3555555555555555,"(False, 'No serendipia')",0.38,10,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
15,1,5,0.8571428571428571,0.5,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.38,10,4,2,0.8571428571428571,0.375,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.38,10,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
16,1,6,0.8571428571428571,0.33333333333333337,0.5,0.5,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.5,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
17,1,7,0.8571428571428571,0.5714285714285714,0.7444444444444444,0.25555555555555565,"(False, 'No serendipia')",0.375,16,7,1,0.8571428571428571,0.5,0.7466666666666666,0.2533333333333334,"(False, 'No serendipia')",0.35624999999999996,16,6,6,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
18,1,8,0.8571428571428571,0.5,0.5,0.5,"(False, 'No serendipia')",0.35,10,3,1,0.8571428571428571,0.33333333333333337,0.6,0.4,"(False, 'No serendipia')",0.35,10,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
19,1,9,0.8571428571428571,0.33333333333333337,0.64,0.36,"(False, 'No serendipia')",0.35624999999999996,16,6,1,0.8571428571428571,0.5,0.7555555555555554,0.24444444444444458,"(False, 'No serendipia')",0.375,16,7,7,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
20,2,0,0.8571428571428571,0.16666666666666663,0.7,0.30000000000000004,"(False, 'No serendipia')",0.425,8,3,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3875,8,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
21,2,1,0.8571428571428571,0.2142857142857143,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.375,16,7,1,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.28125,16,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
22,2,2,0.8571428571428571,0.33333333333333337,0.43333333333333335,0.5666666666666667,"(False, 'No serendipia')",0.425,8,3,1,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3875,8,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
23,2,3,0.2857142857142857,0.0,1.0,0.0,"(False, 'No serendipia')",0.2833333333333333,6,1,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
24,2,4,0.5714285714285714,0.16666666666666663,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3875,8,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
25,2,5,0.5714285714285714,0.6666666666666667,0.5,0.5,"(False, 'No serendipia')",0.35,10,3,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.32,10,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
26,2,6,0.8571428571428571,0.6666666666666667,0.6,0.4,"(False, 'No serendipia')",0.3,8,3,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.2625,8,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
27,2,7,0.8571428571428571,0.5,0.4666666666666666,0.5333333333333334,"(False, 'No serendipia')",0.38,10,4,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.32,10,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
28,2,8,0.8571428571428571,0.41666666666666663,0.6933333333333334,0.30666666666666664,"(False, 'No serendipia')",0.4,14,6,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3142857142857143,14,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
29,2,9,0.8571428571428571,0.6000000000000001,0.65,0.35,"(False, 'No serendipia')",0.37857142857142856,14,5,0,0.2857142857142857,0.5,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3142857142857143,14,2,2,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,1.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
30,3,0,0.8571428571428571,0.4,0.5833333333333334,0.41666666666666663,"(False, 'No serendipia')",0.35,12,5,2,0.8571428571428571,0.4,0.7,0.30000000000000004,"(False, 'No serendipia')",0.35,12,5,5,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
31,3,1,0.8571428571428571,0.8571428571428572,0.7333333333333336,0.2666666666666664,"(False, 'No serendipia')",0.375,16,7,2,0.8571428571428571,0.5833333333333333,0.76,0.24,"(False, 'No serendipia')",0.35624999999999996,16,6,6,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
32,3,2,0.5714285714285714,0.375,0.5555555555555556,0.4444444444444444,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.5,0.5777777777777777,0.4222222222222223,"(False, 'No serendipia')",0.38,10,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
33,3,3,0.8571428571428571,0.6666666666666667,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.3,8,3,1,0.8571428571428571,0.5,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.2625,8,2,2,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
34,3,4,0.8571428571428571,0.16666666666666663,0.6,0.4,"(False, 'No serendipia')",0.425,8,3,1,0.8571428571428571,0.25,0.3333333333333333,0.6666666666666667,"(False, 'No serendipia')",0.3875,8,2,2,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
35,3,5,0.5714285714285714,0.6000000000000001,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.35,12,5,1,0.8571428571428571,0.5,0.7111111111111111,0.28888888888888886,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
36,3,6,0.8571428571428571,0.5,0.5666666666666667,0.43333333333333335,"(True, ""The explainers that are a surprise are ['/Tabular/LIME']"")",0.425,8,3,1,0.5714285714285714,0.16666666666666663,0.5,0.5,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
37,3,7,0.5714285714285714,0.5,0.5111111111111111,0.48888888888888893,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.375,0.5777777777777777,0.4222222222222223,"(False, 'No serendipia')",0.38,10,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
38,3,8,0.8571428571428571,0.5,0.3333333333333333,0.6666666666666667,"(False, 'No serendipia')",0.3333333333333333,6,2,0,0.8571428571428571,0.5,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
39,3,9,0.42857142857142855,0.5,0.6333333333333333,0.3666666666666667,"(False, 'No serendipia')",0.425,8,3,1,0.2857142857142857,0.16666666666666663,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
40,4,0,0.8571428571428571,0.5,0.7333333333333333,0.2666666666666667,"(False, 'No serendipia')",0.3333333333333333,6,2,0,0.5714285714285714,0.25,0.4666666666666667,0.5333333333333333,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
41,4,1,0.8571428571428571,0.875,0.6,0.4,"(False, 'No serendipia')",0.38,10,4,0,0.5714285714285714,0.125,0.5555555555555555,0.44444444444444453,"(False, 'No serendipia')",0.38,10,4,4,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
42,4,2,0.8571428571428571,0.30000000000000004,0.55,0.44999999999999996,"(False, 'No serendipia')",0.35,12,5,1,0.5714285714285714,0.25,0.5777777777777777,0.4222222222222223,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
43,4,3,0.5714285714285714,0.6666666666666667,0.5,0.5,"(False, 'No serendipia')",0.425,8,3,1,0.5714285714285714,0.16666666666666663,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,3,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
44,4,4,0.8571428571428571,0.7857142857142858,0.7222222222222224,0.27777777777777757,"(False, 'No serendipia')",0.375,16,7,0,0.8571428571428571,0.2857142857142857,0.7222222222222222,0.2777777777777778,"(False, 'No serendipia')",0.375,16,7,7,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
45,4,5,0.8571428571428571,0.4285714285714286,0.7333333333333335,0.2666666666666665,"(False, 'No serendipia')",0.375,16,7,1,0.8571428571428571,0.33333333333333337,0.6266666666666666,0.3733333333333334,"(False, 'No serendipia')",0.35624999999999996,16,6,6,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
46,4,6,0.5714285714285714,0.3571428571428571,0.7222222222222222,0.2777777777777778,"(False, 'No serendipia')",0.375,16,7,1,0.8571428571428571,0.2857142857142857,0.7222222222222222,0.2777777777777778,"(False, 'No serendipia')",0.375,16,7,7,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
