,Use_Case,Random_Tree,Original_BT_Timeliness,Original_BT_Popularity,Original_BT_Completeness,Original_BT_Diversity,Original_BT_Serendipity,Original_BT_Granularity,Original_BT_#_Nodes,Original_BT_#_Explainers,Original_BT_#_Applicable_Explainers,Explainer_Reuse_Result_Timeliness,Explainer_Reuse_Result_Popularity,Explainer_Reuse_Result_Completeness,Explainer_Reuse_Result_Diversity,Explainer_Reuse_Result_Serendipity,Explainer_Reuse_Result_Granularity,Explainer_Reuse_Result_#_Nodes,Explainer_Reuse_Result_#_Explainers,Explainer_Reuse_Result_#_Applicable_Explainers,BT_Reuse_Result_Timeliness,BT_Reuse_Result_Popularity,BT_Reuse_Result_Completeness,BT_Reuse_Result_Diversity,BT_Reuse_Result_Serendipity,BT_Reuse_Result_Granularity,BT_Reuse_Result_#_Nodes,BT_Reuse_Result_#_Explainers,BT_Reuse_Result_#_Applicable_Explainers,Explainer_BT_Reuse_Result_Timeliness,Explainer_BT_Reuse_Result_Popularity,Explainer_BT_Reuse_Result_Completeness,Explainer_BT_Reuse_Result_Diversity,Explainer_BT_Reuse_Result_Serendipity,Explainer_BT_Reuse_Result_Granularity,Explainer_BT_Reuse_Result_#_Nodes,Explainer_BT_Reuse_Result_#_Explainers,Explainer_BT_Reuse_Result_#_Applicable_Explainers
47,4,7,0.8571428571428571,0.75,0.5555555555555556,0.4444444444444444,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.25,0.48888888888888893,0.5111111111111111,"(False, 'No serendipia')",0.38,10,4,4,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
48,4,8,0.5714285714285714,0.6666666666666667,0.4666666666666667,0.5333333333333333,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.16666666666666663,0.4,0.6,"(False, 'No serendipia')",0.425,8,3,3,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
49,4,9,0.8571428571428571,0.30000000000000004,0.6166666666666667,0.3833333333333333,"(False, 'No serendipia')",0.35,12,5,1,0.8571428571428571,0.19999999999999996,0.5833333333333334,0.41666666666666663,"(False, 'No serendipia')",0.35,12,5,5,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.2857142857142857,0.25,0.9666666666666667,0.033333333333333326,"(False, 'No serendipia')",0.41666666666666663,6,2,2
50,5,0,0.5714285714285714,0.5,0.4,0.6,"(False, 'No serendipia')",0.3333333333333333,6,2,0,0.5714285714285714,0.0,0.3333333333333333,0.6666666666666667,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
51,5,1,0.5714285714285714,0.41666666666666663,0.7333333333333333,0.2666666666666667,"(False, 'No serendipia')",0.4,14,6,1,0.8571428571428571,0.25,0.7333333333333335,0.2666666666666665,"(False, 'No serendipia')",0.4,14,6,5,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
52,5,2,0.8571428571428571,0.4,0.5833333333333334,0.41666666666666663,"(False, 'No serendipia')",0.37857142857142856,14,5,1,0.8571428571428571,0.19999999999999996,0.7,0.30000000000000004,"(False, 'No serendipia')",0.37857142857142856,14,5,5,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
53,5,3,0.5714285714285714,0.5,0.5,0.5,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.33333333333333337,0.4666666666666667,0.5333333333333333,"(False, 'No serendipia')",0.425,8,3,3,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
54,5,4,0.5714285714285714,0.5,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.3,8,3,0,0.8571428571428571,0.16666666666666663,0.7,0.30000000000000004,"(False, 'No serendipia')",0.3,8,3,3,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
55,5,5,0.8571428571428571,0.25,0.3333333333333333,0.6666666666666667,"(False, 'No serendipia')",0.3875,8,2,0,0.8571428571428571,0.33333333333333337,0.4666666666666667,0.5333333333333333,"(False, 'No serendipia')",0.425,8,3,3,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
56,5,6,0.8571428571428571,0.5,0.6222222222222222,0.37777777777777777,"(False, 'No serendipia')",0.38,10,4,1,0.8571428571428571,0.375,0.6,0.4,"(False, 'No serendipia')",0.38,10,4,4,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
57,5,7,0.8571428571428571,0.75,0.5555555555555555,0.44444444444444453,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.125,0.6222222222222221,0.3777777777777779,"(False, 'No serendipia')",0.38,10,4,4,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
58,5,8,0.8571428571428571,0.8333333333333333,0.5333333333333333,0.4666666666666667,"(True, ""The explainers that are a surprise are ['/Images/ClassificationReport']"")",0.35,10,3,1,0.8571428571428571,0.25,0.6888888888888888,0.3111111111111112,"(False, 'No serendipia')",0.38,10,4,4,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
59,5,9,0.8571428571428571,0.5555555555555556,0.7583333333333333,0.2416666666666667,"(False, 'No serendipia')",0.39,20,9,0,0.8571428571428571,0.2857142857142857,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.36,20,7,7,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2,0.8571428571428571,0.75,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.41666666666666663,6,2,2
60,6,0,0.5714285714285714,0.0,0.3333333333333333,0.6666666666666667,"(False, 'No serendipia')",0.3333333333333333,6,2,1,0.8571428571428571,0.5,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
61,6,1,0.2857142857142857,0.33333333333333337,0.6,0.4,"(False, 'No serendipia')",0.3,8,3,0,0.8571428571428571,0.16666666666666663,0.7,0.30000000000000004,"(False, 'No serendipia')",0.3,8,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
62,6,2,0.5714285714285714,0.5,0.5777777777777777,0.4222222222222223,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.125,0.6888888888888888,0.3111111111111112,"(False, 'No serendipia')",0.38,10,4,4,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
63,6,3,0.8571428571428571,0.33333333333333337,0.43333333333333335,0.5666666666666667,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.16666666666666663,0.7,0.30000000000000004,"(False, 'No serendipia')",0.425,8,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
64,6,4,0.8571428571428571,0.4375,0.7333333333333333,0.2666666666666667,"(False, 'No serendipia')",0.375,20,8,0,0.8571428571428571,0.33333333333333337,0.7733333333333333,0.22666666666666668,"(False, 'No serendipia')",0.34500000000000003,20,6,6,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
65,6,5,0.5714285714285714,0.375,0.6222222222222222,0.37777777777777777,"(False, 'No serendipia')",0.38,10,4,1,0.8571428571428571,0.33333333333333337,0.8,0.19999999999999996,"(False, 'No serendipia')",0.35,10,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
66,6,6,0.8571428571428571,0.4,0.5833333333333334,0.41666666666666663,"(False, 'No serendipia')",0.35,12,5,0,0.8571428571428571,0.25,0.6666666666666665,0.3333333333333335,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
67,6,7,0.8571428571428571,1.0,0.4,0.6,"(False, 'No serendipia')",0.425,8,3,1,0.8571428571428571,0.5,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.425,8,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
68,6,8,0.5714285714285714,0.33333333333333337,0.5,0.5,"(False, 'No serendipia')",0.3,8,3,0,0.8571428571428571,0.33333333333333337,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.3,8,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
69,6,9,0.5714285714285714,0.7,0.75,0.25,"(False, 'No serendipia')",0.35,12,5,0,0.8571428571428571,0.4,0.7166666666666667,0.2833333333333333,"(False, 'No serendipia')",0.35,12,5,5,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
70,7,0,0.8571428571428571,0.33333333333333337,0.43333333333333335,0.5666666666666667,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.16666666666666663,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
71,7,1,0.8571428571428571,0.5,0.7,0.30000000000000004,"(False, 'No serendipia')",0.375,16,7,1,0.8571428571428571,0.2857142857142857,0.7555555555555556,0.24444444444444435,"(False, 'No serendipia')",0.375,16,7,7,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
72,7,2,0.5714285714285714,0.0,0.6,0.4,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.33333333333333337,0.4666666666666667,0.5333333333333333,"(False, 'No serendipia')",0.425,8,3,3,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
73,7,3,0.5714285714285714,0.375,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.25,0.6444444444444443,0.35555555555555574,"(False, 'No serendipia')",0.38,10,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
74,7,4,0.5714285714285714,0.5,0.7444444444444446,0.2555555555555554,"(False, 'No serendipia')",0.36,20,7,1,0.8571428571428571,0.4375,0.7714285714285712,0.22857142857142876,"(False, 'No serendipia')",0.375,20,8,8,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
75,7,5,0.8571428571428571,0.7,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.35,12,5,1,0.5714285714285714,0.25,0.5999999999999999,0.40000000000000013,"(False, 'No serendipia')",0.32499999999999996,12,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
76,7,6,0.5714285714285714,0.4,0.7,0.30000000000000004,"(False, 'No serendipia')",0.37857142857142856,14,5,1,0.8571428571428571,0.4,0.65,0.35,"(False, 'No serendipia')",0.37857142857142856,14,5,5,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
77,7,7,0.5714285714285714,0.375,0.6222222222222222,0.37777777777777777,"(False, 'No serendipia')",0.38,10,4,1,0.8571428571428571,0.5,0.6444444444444444,0.3555555555555556,"(False, 'No serendipia')",0.38,10,4,4,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
78,7,8,0.8571428571428571,0.5,0.6799999999999999,0.32000000000000006,"(False, 'No serendipia')",0.35624999999999996,16,6,1,0.8571428571428571,0.41666666666666663,0.76,0.24,"(False, 'No serendipia')",0.35624999999999996,16,6,6,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
79,7,9,0.8571428571428571,0.2857142857142857,0.6666666666666667,0.33333333333333326,"(False, 'No serendipia')",0.375,16,7,1,0.8571428571428571,0.3571428571428571,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.375,16,7,7,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.5714285714285714,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
80,8,0,0.8571428571428571,0.375,0.39999999999999997,0.6000000000000001,"(False, 'No serendipia')",0.38,10,4,2,0.8571428571428571,0.25,0.48888888888888893,0.5111111111111111,"(False, 'No serendipia')",0.38,10,4,4,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
81,8,1,0.5714285714285714,0.6666666666666667,0.4,0.6,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.33333333333333337,0.4,0.6,"(False, 'No serendipia')",0.425,8,3,3,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
82,8,2,0.42857142857142855,0.75,0.6,0.4,"(False, 'No serendipia')",0.3333333333333333,6,2,1,0.2857142857142857,0.25,0.6,0.4,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
83,8,3,0.8571428571428571,0.5,0.2,0.8,"(True, ""The explainers that are a surprise are ['/Images/HSIC', '/Timeseries/LEFTIST']"")",0.3875,8,2,0,0.8571428571428571,0.6666666666666667,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,3,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
84,8,4,0.8571428571428571,0.75,0.68,0.31999999999999995,"(False, 'No serendipia')",0.35624999999999996,16,6,1,0.8571428571428571,0.25,0.6666666666666667,0.33333333333333326,"(False, 'No serendipia')",0.35624999999999996,16,6,6,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
85,8,5,0.5714285714285714,0.4375,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.375,20,8,0,0.8571428571428571,0.33333333333333337,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.39,20,9,9,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
86,8,6,0.5714285714285714,0.6666666666666667,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.16666666666666663,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.425,8,3,3,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
87,8,7,0.8571428571428571,0.3571428571428571,0.6555555555555556,0.34444444444444444,"(False, 'No serendipia')",0.375,16,7,2,0.8571428571428571,0.19999999999999996,0.5833333333333334,0.41666666666666663,"(False, 'No serendipia')",0.3375,16,5,5,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
88,8,8,0.5714285714285714,0.75,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3333333333333333,6,2,0,0.8571428571428571,0.5,0.4,0.6,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
89,8,9,0.8571428571428571,0.33333333333333337,0.6533333333333335,0.34666666666666646,"(False, 'No serendipia')",0.35624999999999996,16,6,2,0.8571428571428571,0.25,0.6666666666666667,0.33333333333333326,"(False, 'No serendipia')",0.35624999999999996,16,6,6,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.2857142857142857,0.5,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
90,9,0,0.8571428571428571,0.25,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.25,0.6888888888888888,0.3111111111111112,"(False, 'No serendipia')",0.38,10,4,4,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
91,9,1,0.5714285714285714,0.375,0.5555555555555555,0.44444444444444453,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.5,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.38,10,4,4,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
92,9,2,0.5714285714285714,0.41666666666666663,0.7466666666666667,0.2533333333333333,"(False, 'No serendipia')",0.4,14,6,2,0.8571428571428571,0.4,0.75,0.25,"(False, 'No serendipia')",0.37857142857142856,14,5,5,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
93,9,3,0.8571428571428571,0.375,0.5333333333333333,0.4666666666666667,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.375,0.7333333333333333,0.2666666666666667,"(False, 'No serendipia')",0.38,10,4,4,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
94,9,4,0.8571428571428571,0.5,0.5666666666666667,0.43333333333333335,"(True, ""The explainers that are a surprise are ['/Images/ConfusionMatrix']"")",0.425,8,3,1,0.5714285714285714,0.0,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.425,8,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
95,9,5,0.5714285714285714,0.75,0.26666666666666666,0.7333333333333334,"(False, 'No serendipia')",0.3333333333333333,6,2,0,0.2857142857142857,0.25,0.9333333333333333,0.06666666666666665,"(False, 'No serendipia')",0.3333333333333333,6,2,2,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
96,9,6,0.5714285714285714,1.0,0.5,0.5,"(False, 'No serendipia')",0.425,8,3,0,0.8571428571428571,0.33333333333333337,0.5666666666666667,0.43333333333333335,"(False, 'No serendipia')",0.425,8,3,3,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
97,9,7,0.2857142857142857,0.4,0.75,0.25,"(False, 'No serendipia')",0.35,12,5,1,0.8571428571428571,0.19999999999999996,0.7666666666666667,0.23333333333333328,"(False, 'No serendipia')",0.35,12,5,5,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
98,9,8,0.8571428571428571,0.5,0.5777777777777777,0.4222222222222223,"(False, 'No serendipia')",0.38,10,4,0,0.8571428571428571,0.5,0.6666666666666666,0.33333333333333337,"(False, 'No serendipia')",0.38,10,4,4,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1,0.0,0.0,1.0,0.0,"(False, 'No serendipia')",0.4,4,1,1
